0,1,2,3,4,5,6,7,8,9,10,x_axis,y_axis,z_axis,orientation,Messurement_points,labels
-62.0,-68.0,-65.0,-71.0,-76.0,,,,,,,6.6,17.7,0.0,90,P-1,5
,,,,-78.0,-76.0,,,,,,9.3,32.1,0.0,90,P-1,4
,-75.0,-65.0,-75.0,,,,,,,,8.0,18.9,0.0,90,P-1,5
-65.0,-68.0,-78.0,,,,-73.0,-77.0,,,,9.3,10.5,0.0,90,P-1,0
-71.0,-58.0,-75.0,,,,-74.0,-77.0,-78.0,,,9.3,12.9,0.0,90,P-1,0
-66.0,-72.0,,-78.0,,,-71.0,,,,,7.8,4.5,0.0,90,P-1,3
-71.0,-75.0,-65.0,-68.0,-73.0,,-71.0,,,,,8.0,18.9,0.0,90,P-1,5
-72.0,,,-65.0,-73.0,,,,,,,8.0,26.1,0.0,90,P-1,2
,,-61.0,-76.0,,,,,,,,9.3,20.1,0.0,90,P-1,5
,,-78.0,,-69.0,-72.0,-75.0,-77.0,,,,6.6,39.3,0.0,90,P-1,1
,,-74.0,-72.0,-77.0,-74.0,,,,,,6.6,32.1,0.0,90,P-1,4
-67.0,-59.0,,-73.0,,,,-76.0,,,,6.6,12.9,0.0,0,P-2,0
,,-76.0,-67.0,-75.0,,-78.0,,,,,6.6,32.1,0.0,0,P-2,4
-64.0,,-78.0,,,,-74.0,,,,,8.9,3.3,0.0,0,P-2,3
,-56.0,-78.0,-78.0,,,,,,,,9.3,12.9,0.0,0,P-2,0
,,,,-76.0,,,,,,,6.6,41.7,0.0,0,P-2,1
-64.0,-78.0,,-76.0,,,-76.0,,,,,8.9,5.7,0.0,0,P-2,3
-63.0,-69.0,-65.0,-72.0,-75.0,,,,,,,6.6,17.7,0.0,0,P-2,5
,,,-64.0,-76.0,-69.0,,,,,,9.3,27.3,0.0,0,P-2,2
,,,,-68.0,,,,,,,9.3,34.5,0.0,0,P-2,4
,,-73.0,-67.0,-72.0,,,,,,,8.0,26.1,0.0,0,P-2,2
-71.0,,,,,,-66.0,,,,,6.6,5.7,0.0,0,P-2,3
,,,,-61.0,,,,,,,8.0,40.5,0.0,0,P-2,1
,,-78.0,,-63.0,,,,,,,8.0,33.3,0.0,0,P-2,4
,,-65.0,-69.0,,,,-77.0,,,,8.0,18.9,0.0,0,P-2,5
-71.0,-66.0,,-78.0,,,,,,,,6.6,12.9,0.0,0,P-2,0
,,,,-78.0,,,,,,,6.6,41.7,0.0,0,P-2,1
-67.0,-73.0,,,,,-73.0,,,,,6.6,5.7,0.0,0,P-2,3
,,-59.0,-75.0,,,,,,,,9.3,20.1,0.0,0,P-2,5
-78.0,-76.0,-74.0,-76.0,-68.0,-71.0,-76.0,,,,,9.3,34.5,0.0,0,P-2,4
-68.0,-63.0,-78.0,-76.0,,,-76.0,,,,,6.6,10.5,0.0,0,P-2,0
,,,,-67.0,,,,,,,9.3,41.7,0.0,0,P-2,1
,,-78.0,,-65.0,-75.0,,,,,,9.3,39.3,0.0,0,P-2,1
,,,-78.0,-72.0,-75.0,,,,,,8.0,33.3,0.0,0,P-2,4
-78.0,-73.0,-67.0,-66.0,-78.0,,-77.0,-76.0,,,,9.3,20.1,0.0,0,P-2,5
,,,-78.0,-69.0,,,,,,,6.6,34.5,0.0,0,P-2,4
-72.0,-66.0,-75.0,,,,-69.0,-75.0,-77.0,,,9.3,12.9,0.0,0,P-2,0
,,,,-66.0,-78.0,,,,,,9.3,39.3,0.0,0,P-2,1
,,,-78.0,-72.0,-78.0,,,,,,6.6,32.1,0.0,0,P-2,4
-74.0,-57.0,-77.0,-76.0,,,,-77.0,,,,9.3,12.9,0.0,0,P-2,0
,,,,-74.0,-77.0,,,,,,9.3,34.5,0.0,0,P-2,4
,-71.0,-78.0,-71.0,,,-76.0,-73.0,-74.0,-78.0,,9.3,17.7,0.0,0,P-2,5
,,,,-69.0,,,,,,,6.6,34.5,0.0,0,P-2,4
,,-73.0,-73.0,-76.0,-71.0,-77.0,,,,,6.6,32.1,0.0,0,P-2,4
,,-59.0,-75.0,,,-78.0,,,,,9.3,20.1,0.0,0,P-2,5
,,-76.0,-75.0,-76.0,,,,,,,9.3,32.1,0.0,0,P-2,4
-69.0,,,,,,-78.0,,,,,7.8,4.5,0.0,0,P-2,3
,,-75.0,-74.0,-63.0,-74.0,-75.0,,,,,6.6,39.3,0.0,0,P-2,1
,,-59.0,-78.0,,,,-69.0,,,,6.6,20.1,0.0,0,P-2,5
-66.0,-66.0,-71.0,-69.0,,,-70.0,,-77.0,,,9.3,12.9,0.0,180,P-2,0
-71.0,-66.0,-76.0,-74.0,-76.0,,,,,,,6.6,10.5,0.0,180,P-2,0
,,,,-73.0,,,,,,,6.6,32.1,0.0,180,P-2,4
-71.0,,,,,,,,,,,8.9,5.7,0.0,180,P-2,3
,,,,-68.0,-78.0,,,,,,9.3,39.3,0.0,180,P-2,1
,,,-62.0,,,,,,,,6.6,27.3,0.0,180,P-2,2
-73.0,-77.0,-65.0,-72.0,,,,,,,,6.6,17.7,0.0,180,P-2,5
,,,-78.0,-58.0,,,,,,,6.6,41.7,0.0,180,P-2,1
-77.0,,-74.0,,-71.0,,,,,,,8.0,33.3,0.0,180,P-2,4
-77.0,-59.0,-75.0,-76.0,,,-75.0,,,,,8.0,11.7,0.0,180,P-2,0
,,,-57.0,-73.0,-78.0,,,,,,6.6,27.3,0.0,180,P-2,2
-78.0,,,,,,,,,,,9.3,27.3,0.0,180,P-2,2
-68.0,-78.0,,,,,,,,,,7.8,4.5,0.0,180,P-2,3
,,,-65.0,,,,,,,,6.6,27.3,0.0,180,P-2,2
-71.0,-72.0,,,,,-70.0,,,,,6.6,5.7,0.0,180,P-2,3
-74.0,-76.0,-65.0,-72.0,,,,,,,,6.6,17.7,0.0,180,P-2,5
,,,,-78.0,-72.0,,,,,,9.3,32.1,0.0,180,P-2,4
-77.0,,-75.0,,-71.0,,,,,,,8.0,33.3,0.0,180,P-2,4
,,,,-75.0,,,,,,,9.3,41.7,0.0,180,P-2,1
,,,,-59.0,,,-78.0,,,,8.0,40.5,0.0,180,P-2,1
-78.0,-74.0,-68.0,-66.0,,-77.0,,,,,,9.3,24.9,0.0,180,P-2,2
,,-77.0,-78.0,-65.0,,-77.0,,,,,6.6,41.7,0.0,180,P-2,1
,,,,-73.0,,,,,,,6.6,41.7,0.0,180,P-2,1
,,,-57.0,-74.0,-75.0,,,,,,6.6,27.3,0.0,180,P-2,2
-67.0,-67.0,-77.0,-78.0,,,,,-77.0,,,9.3,12.9,0.0,180,P-2,0
-65.0,,,,,,,,,,,8.9,5.7,0.0,180,P-2,3
,-65.0,-77.0,-73.0,,,,,,,,6.6,12.9,0.0,180,P-2,0
,,-66.0,-69.0,-75.0,,,,,,,6.6,17.7,0.0,180,P-2,5
-78.0,-74.0,-68.0,-66.0,-74.0,-77.0,,,,,,9.3,24.9,0.0,180,P-2,2
-77.0,-68.0,-72.0,-74.0,,,-75.0,,-78.0,,,9.3,10.5,0.0,180,P-2,0
,,-72.0,-74.0,,-73.0,,,,,,6.6,24.9,0.0,180,P-2,2
,,,,-58.0,-75.0,,-78.0,,,,8.0,40.5,0.0,180,P-2,1
,,,,-72.0,,-73.0,,,,,9.3,34.5,0.0,180,P-2,4
,-70.0,,,,,-76.0,,,,,6.6,5.7,0.0,180,P-2,3
-74.0,-78.0,,,,,,,,,,8.9,5.7,0.0,180,P-2,3
-78.0,,-73.0,-65.0,-74.0,,,,,,,9.3,24.9,0.0,180,P-2,2
-71.0,-65.0,-78.0,-76.0,,,-75.0,-77.0,-76.0,,,9.3,12.9,0.0,180,P-2,0
,,,,-67.0,,,,,,,6.6,34.5,0.0,180,P-2,4
-65.0,-64.0,,-76.0,,,-76.0,-77.0,,,,6.6,10.5,0.0,180,P-2,0
,,-70.0,-64.0,,,,,,,,9.3,24.9,0.0,180,P-2,2
-78.0,-75.0,,,,,,,,,,9.3,10.5,0.0,180,P-2,0
-73.0,,-75.0,,,,,,,,,8.9,5.7,0.0,180,P-2,3
,,-77.0,-77.0,-72.0,-72.0,,,,,,9.3,32.1,0.0,180,P-2,4
,-77.0,-78.0,,,,-73.0,,,,,6.6,5.7,0.0,270,P-2,3
-67.0,-74.0,-76.0,-78.0,,,-77.0,-75.0,,,,9.3,10.5,0.0,270,P-2,0
-65.0,-62.0,,,,,,,,,,6.6,10.5,0.0,270,P-2,0
-78.0,,,,-74.0,,,,,,,9.3,32.1,0.0,270,P-2,4
,,,,-63.0,-78.0,,,,,,6.6,39.3,0.0,270,P-2,1
,,-74.0,,-60.0,,-77.0,,,,,6.6,41.7,0.0,270,P-2,1
,,,,,-73.0,,,,,,9.3,34.5,0.0,270,P-2,4
,,-59.0,,-78.0,,,-68.0,,,,6.6,20.1,0.0,270,P-2,5
-65.0,,,,,,,,,,,8.9,3.3,0.0,270,P-2,3
-73.0,-65.0,,-73.0,,,,,,,,6.6,12.9,0.0,270,P-2,0
,,-76.0,-78.0,,-73.0,,,,,,6.6,24.9,0.0,270,P-2,2
-71.0,,-65.0,-72.0,,,-77.0,-77.0,,,,8.0,18.9,0.0,270,P-2,5
,,-74.0,,-73.0,-77.0,,,,,,6.6,34.5,0.0,270,P-2,4
,,-75.0,,-72.0,-73.0,,,,,,9.3,32.1,0.0,270,P-2,4
,,-78.0,-67.0,-75.0,-78.0,-77.0,,,,,6.6,32.1,0.0,270,P-2,4
,,,,-76.0,,,,,,,6.6,32.1,0.0,270,P-2,4
,,-78.0,,-60.0,,,,,,,6.6,41.7,0.0,270,P-2,1
,,,,-72.0,-75.0,,,,,,9.3,32.1,0.0,270,P-2,4
,,,,-74.0,,-74.0,,-78.0,,,9.3,41.7,0.0,270,P-2,1
,,,,-67.0,,,,,,,6.6,39.3,0.0,270,P-2,1
,,,,-62.0,-70.0,-78.0,-78.0,,,,9.3,39.3,0.0,270,P-2,1
,,,-69.0,-73.0,,,,,,,6.6,24.9,0.0,270,P-2,2
,,,,-68.0,-71.0,-78.0,-77.0,,,,9.3,39.3,0.0,270,P-2,1
-64.0,-77.0,,,,,-75.0,-78.0,,,,8.9,5.7,0.0,270,P-2,3
-71.0,,-72.0,-64.0,-78.0,,,,,,,9.3,20.1,0.0,270,P-2,5
,,,,-78.0,,,,,,,9.3,41.7,0.0,270,P-2,1
-63.0,-74.0,,,,,,,,,,7.8,4.5,0.0,270,P-2,3
,,,-63.0,-72.0,,,,,,,9.3,27.3,0.0,270,P-2,2
,,,,-69.0,,,,,,,9.3,41.7,0.0,270,P-2,1
,,-77.0,-64.0,-73.0,-77.0,,,,,,6.6,24.9,0.0,270,P-2,2
,,,-76.0,-67.0,,,,,,,6.6,34.5,0.0,270,P-2,4
,,-76.0,-64.0,-72.0,-72.0,,,,,,8.0,26.1,0.0,270,P-2,2
,,,-74.0,-73.0,,,,,,,8.0,33.3,0.0,270,P-2,4
,-61.0,,,,,,,,,,9.3,12.9,0.0,270,P-2,0
-73.0,-75.0,-76.0,,,,,,,,,6.6,10.5,0.0,270,P-2,0
,,,,-67.0,,,,,,,8.0,40.5,0.0,270,P-2,1
,,,,-65.0,-67.0,,-76.0,,,,9.3,39.3,0.0,270,P-2,1
,,,,-65.0,,,,,,,9.3,39.3,0.0,270,P-2,1
-78.0,,,-67.0,-71.0,,,,,,,9.3,27.3,0.0,90,P-2,2
-69.0,-67.0,,-74.0,,,-75.0,-76.0,-78.0,-77.0,,6.6,10.5,0.0,90,P-2,0
-62.0,-73.0,,,,,,-76.0,-78.0,,,9.3,10.5,0.0,90,P-2,0
,,,,-68.0,-78.0,,,,,,6.6,34.5,0.0,90,P-2,4
,,,,-68.0,-77.0,,,,,,6.6,39.3,0.0,90,P-2,1
,,,,-68.0,,,,,,,9.3,34.5,0.0,90,P-2,4
,,,,-66.0,,,,,,,9.3,32.1,0.0,90,P-2,4
,,,,-72.0,,,,,,,8.0,33.3,0.0,90,P-2,4
,,-72.0,-75.0,-77.0,-73.0,,,,,,6.6,24.9,0.0,90,P-2,2
,,-65.0,-70.0,-74.0,,,-78.0,,,,6.6,17.7,0.0,90,P-2,5
-71.0,-67.0,-73.0,,,,-71.0,,-77.0,,,6.6,12.9,0.0,90,P-2,0
,,,,-69.0,-78.0,,,,,,6.6,34.5,0.0,90,P-2,4
,,,,-75.0,,,,,,,6.6,41.7,0.0,90,P-2,1
,,-77.0,,-60.0,,,,,,,6.6,41.7,0.0,90,P-2,1
-73.0,-58.0,-75.0,-78.0,,,,,,,,9.3,12.9,0.0,90,P-2,0
-70.0,-64.0,-76.0,-78.0,,,-66.0,-71.0,-76.0,,,8.0,11.7,0.0,90,P-2,0
,,-76.0,,-78.0,,,,,,,9.3,32.1,0.0,90,P-2,4
,,-78.0,,-71.0,-76.0,,,,,,9.3,32.1,0.0,90,P-2,4
-72.0,-65.0,,,,,,-77.0,-72.0,,,8.0,11.7,0.0,90,P-2,0
,,-68.0,,,,,,,,,9.3,20.1,0.0,90,P-2,5
